python3 -m cProfile -s cumtime src/main.py >> profile.txt
         1015011 function calls (1009599 primitive calls) in 7.412 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 client.py:218(HTTPResponse)
        1    0.000    0.000    0.000    0.000 posixpath.py:75(join)
        3    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
        2    0.000    0.000    0.000    0.000 headers.py:294(build_extension)
        4    0.000    0.000    0.000    0.000 adapters.py:58(__init__)
        5    0.000    0.000    0.000    0.000 decode_asn1.py:184(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_init}
        1    0.000    0.000    0.000    0.000 general_name.py:317(OtherName)
        1    0.000    0.000    0.000    0.000 core.py:4534(PrintableString)
        1    0.000    0.000    0.000    0.000 algos.py:613(EncryptionAlgorithm)
        2    0.000    0.000    0.000    0.000 extensions.py:99(__iter__)
        1    0.000    0.000    0.000    0.000 extensions.py:300(AccessDescription)
        1    0.000    0.000    0.000    0.000 extensions.py:744(UserNotice)
        2    0.000    0.000    0.000    0.000 extensions.py:948(__init__)
        1    0.000    0.000    0.000    0.000 extensions.py:1401(UnrecognizedExtension)
        1    0.000    0.000    0.000    0.000 keys.py:329(NamedCurve)
        1    0.000    0.000    0.000    0.000 ec.py:352(EllipticCurvePrivateNumbers)
        1    0.000    0.000    0.000    0.000 interfaces.py:253(DERSerializationBackend)
        1    0.000    0.000    0.000    0.000 __about__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dsa.py:227(DSAPrivateNumbers)
        2    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
       10    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        2    0.000    0.000    0.000    0.000 poolmanager.py:282(_merge_pool_kwargs)
        9    0.000    0.000    0.000    0.000 __future__.py:79(__init__)
        1    0.000    0.000    0.000    0.000 pokemon.py:11(Pokemon)
        1    0.000    0.000    0.000    0.000 <string>:5(_ASN1Object)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1576(_BaseV6)
        1    0.000    0.000    0.000    0.000 unix_events.py:712(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1032(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 tasks.py:540(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(StopTokenizing)
        1    0.000    0.000    0.000    0.000 _base.py:108(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 __init__.py:601(BufferingFormatter)
        2    0.000    0.000    0.000    0.000 client.py:149(_encode)
        1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        4    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 hooks.py:18(<dictcomp>)
        1    0.000    0.000    0.000    0.000 decoder.py:10(_import_c_scanstring)
        4    0.000    0.000    0.000    0.000 x509.py:466(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _openssl.sk_GENERAL_NAME_num}
        1    0.000    0.000    0.000    0.000 hashes.py:18(HashAlgorithm)
        1    0.000    0.000    0.000    0.000 core.py:4569(AbstractTime)
        1    0.000    0.000    0.000    0.000 core.py:4671(GeneralizedTime)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.ASN1_STRING_to_UTF8}
        5    0.000    0.000    0.000    0.000 _elliptic_curve.py:170(__mul__)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:38(<module>)
        2    0.000    0.000    0.000    0.000 request.py:77(set_file_position)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:733(__init__)
        1    0.000    0.000    0.000    0.000 random_random_battle.py:7(RandomRandomBattlePlayer)
        2    0.000    0.000    0.000    0.000 transports.py:254(_maybe_pause_protocol)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        1    0.000    0.000    0.000    0.000 inspect.py:2418(Parameter)
        1    0.000    0.000    0.000    0.000 threading.py:487(Event)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 __init__.py:1010(FileHandler)
        1    0.000    0.000    0.000    0.000 posixpath.py:64(isabs)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7ff9c982de18}
        4    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 sessions.py:80(merge_hooks)
        1    0.000    0.000    0.000    0.000 sessions.py:340(Session)
        1    0.000    0.000    0.000    0.000 cookies.py:25(MockRequest)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1268(_cookies_for_request)
        1    0.000    0.000    0.000    0.000 request.py:836(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 x509.py:358(_CertificateSigningRequest)
        1    0.000    0.000    0.000    0.000 x509.py:462(_SignedCertificateTimestamp)
        1    0.000    0.000    0.000    0.000 __init__.py:12(KeyDerivationFunction)
        1    0.000    0.000    0.000    0.000 x509.py:173(_RevokedCertificate)
        1    0.000    0.000    0.000    0.000 x509.py:211(_CertificateRevocationList)
        1    0.000    0.000    0.000    0.000 modes.py:14(Mode)
        4    0.000    0.000    0.000    0.000 {built-in method _openssl.sk_SCT_value}
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_free}
        4    0.000    0.000    0.000    0.000 {built-in method _openssl.sk_ASN1_OBJECT_value}
        1    0.000    0.000    0.000    0.000 core.py:2706(Null)
        1    0.000    0.000    0.000    0.000 _elliptic_curve.py:92(PrimePoint)
        1    0.000    0.000    0.000    0.000 _errors.py:7(<module>)
        1    0.000    0.000    0.000    0.000 ec.py:281(EllipticCurvePublicNumbers)
        1    0.000    0.000    0.000    0.000 rsa.py:338(RSAPublicNumbers)
        1    0.000    0.000    0.000    0.000 interfaces.py:33(HashBackend)
        1    0.000    0.000    0.000    0.000 base.py:573(CertificateRevocationListBuilder)
        1    0.000    0.000    0.000    0.000 crypto.py:2109(CRL)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:247(WrappedSocket)
        1    0.000    0.000    0.000    0.000 crypto.py:714(X509Extension)
        2    0.000    0.000    0.000    0.000 parse.py:150(password)
        2    0.000    0.000    0.000    0.000 streams.py:344(__init__)
        1    0.000    0.000    0.000    0.000 transports.py:65(WriteTransport)
        4    0.000    0.000    0.000    0.000 transports.py:287(_set_write_buffer_limits)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
        1    0.000    0.000    0.000    0.000 tokenize.py:113(any)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        4    0.000    0.000    0.000    0.000 {method 'update' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.get_clock_info}
        1    0.000    0.000    0.000    0.000 cookies.py:171(RequestsCookieJar)
       12    0.000    0.000    0.000    0.000 compat.py:27(u)
        2    0.000    0.000    0.000    0.000 compat.py:37(unichr)
        1    0.000    0.000    0.000    0.000 dsa.py:197(_DSAPublicKey)
        1    0.000    0.000    0.000    0.000 rsa.py:329(_RSAPrivateKey)
        1    0.000    0.000    0.000    0.000 dh.py:170(DHPrivateKeyWithSerialization)
        1    0.000    0.000    0.000    0.000 dsa.py:108(_DSAPrivateKey)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_finish}
        1    0.000    0.000    0.000    0.000 core.py:232(__init__)
        1    0.000    0.000    0.000    0.000 util.py:202(extended_date)
        2    0.000    0.000    0.000    0.000 pyopenssl.py:254(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:58(MimeTypes)
        6    0.000    0.000    0.000    0.000 timeout.py:195(connect_timeout)
        2    0.000    0.000    0.000    0.000 parse.py:600(unquote)
        1    0.000    0.000    0.000    0.000 <string>:5(DefragResult)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        8    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 tasks.py:23(Task)
        1    0.000    0.000    0.000    0.000 <string>:5(DoneAndNotDoneFutures)
        6    0.000    0.000    0.000    0.000 base_events.py:505(is_closed)
        1    0.000    0.000    0.000    0.000 client.py:788(HTTPConnection)
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        6    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 client.py:31(__await__)
        1    0.000    0.000    0.000    0.000 request.py:2110(FancyURLopener)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
        1    0.000    0.000    0.000    0.000 algorithms.py:39(Camellia)
        1    0.000    0.000    0.000    0.000 hmac.py:15(_HMACContext)
        4    0.000    0.000    0.000    0.000 decode_asn1.py:702(_asn1_integer_to_int_or_none)
        1    0.000    0.000    0.000    0.000 modes.py:85(CBC)
        1    0.000    0.000    0.000    0.000 general_name.py:50(RFC822Name)
        1    0.000    0.000    0.000    0.000 core.py:764(Void)
        1    0.000    0.000    0.000    0.000 keys.py:964(PublicKeyInfo)
        1    0.000    0.000    0.000    0.000 extensions.py:655(CertificatePolicies)
        1    0.000    0.000    0.000    0.000 keys.py:54(OtherPrimeInfo)
        1    0.000    0.000    0.000    0.000 interfaces.py:64(CMACBackend)
        1    0.000    0.000    0.000    0.000 interfaces.py:231(PEMSerializationBackend)
        2    0.000    0.000    0.000    0.000 response.py:279(<listcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:889(__extrahook__)
        1    0.000    0.000    0.000    0.000 ast.py:229(NodeVisitor)
        1    0.000    0.000    0.000    0.000 connection.py:422(Listener)
        1    0.000    0.000    0.000    0.000 context.py:202(reducer)
        1    0.000    0.000    0.000    0.000 __init__.py:680(Filterer)
        7    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameData)
        4    0.000    0.000    0.000    0.000 cookies.py:104(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:760(ZipExtFile)
        1    0.000    0.000    0.000    0.000 utils.py:52(Prehashed)
        1    0.000    0.000    0.000    0.000 version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 modes.py:146(CFB)
        1    0.000    0.000    0.000    0.000 modes.py:176(CTR)
        1    0.000    0.000    0.000    0.000 cmac.py:16(_CMACContext)
        2    0.000    0.000    0.000    0.000 {built-in method _openssl.X509_get_subject_name}
        1    0.000    0.000    0.000    0.000 binding.py:94(Binding)
        1    0.000    0.000    0.000    0.000 <string>:5(_OpenSSLErrorWithText)
        1    0.000    0.000    0.000    0.000 general_name.py:115(DNSName)
        1    0.000    0.000    0.000    0.000 general_name.py:160(UniformResourceIdentifier)
        1    0.000    0.000    0.000    0.000 algos.py:180(RSASSAPSSParams)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        1    0.000    0.000    0.000    0.000 extensions.py:63(ExtensionType)
        1    0.000    0.000    0.000    0.000 extensions.py:114(CRLNumber)
        1    0.000    0.000    0.000    0.000 extensions.py:447(FreshestCRL)
        1    0.000    0.000    0.000    0.000 extensions.py:1310(CRLReason)
        1    0.000    0.000    0.000    0.000 keys.py:116(DSAPrivateKey)
        1    0.000    0.000    0.000    0.000 interfaces.py:48(HMACBackend)
        1    0.000    0.000    0.000    0.000 crypto.py:2385(PKCS12)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:35(<module>)
        4    0.000    0.000    0.000    0.000 pyopenssl.py:102(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:70(HTTPConnection)
        1    0.000    0.000    0.000    0.000 calendar.py:129(Calendar)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 connectionpool.py:55(ConnectionPool)
        1    0.000    0.000    0.000    0.000 typing.py:1375(_ClassVar)
        1    0.000    0.000    0.000    0.000 typing.py:1753(SupportsInt)
        7    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 locks.py:13(_ContextManager)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 bz2.py:32(BZ2File)
        1    0.000    0.000    0.000    0.000 __init__.py:471(__init__)
        1    0.000    0.000    0.000    0.000 client.py:107(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1422(UnknownProtocol)
        4    0.000    0.000    0.000    0.000 feedparser.py:125(__iter__)
        3    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
